timestampUtc,phase,pid,serverAlive,rssMiB,threads,load1,temperatureMaxC
2026-08-11T15:34:29.973744+00:00,capacity-c1,29869,True,1140.28125,,24.3896484375,
2026-08-11T15:34:30.981925+00:00,capacity-c1,29869,True,1158.546875,,24.3896484375,
2026-08-11T15:34:31.316975+00:00,capacity-c2,29869,True,1158.59375,,24.3896484375,
2026-08-11T15:34:32.323215+00:00,capacity-c2,29869,True,1159.234375,,24.3896484375,
2026-08-11T15:34:33.100140+00:00,soak,29869,True,1159.265625,,24.3896484375,
2026-08-11T15:34:34.111366+00:00,soak,29869,True,1159.28125,,24.1982421875,
2026-08-11T15:34:35.122943+00:00,soak,29869,True,1159.328125,,24.1982421875,
2026-08-11T15:34:36.157290+00:00,soak,29869,True,1160.21875,,24.1982421875,
2026-08-11T15:34:37.176201+00:00,soak,29869,True,1160.234375,,24.1982421875,
2026-08-11T15:34:38.215690+00:00,soak,29869,True,1160.390625,,24.1982421875,
2026-08-11T15:34:39.227573+00:00,soak,29869,True,1160.46875,,24.42236328125,
2026-08-11T15:34:40.239983+00:00,soak,29869,True,1160.484375,,24.42236328125,
2026-08-11T15:34:41.252861+00:00,soak,29869,True,1160.5,,24.42236328125,
2026-08-11T15:34:42.266339+00:00,soak,29869,True,1160.5,,24.42236328125,
2026-08-11T15:34:43.281800+00:00,soak,29869,True,1160.5,,24.42236328125,
2026-08-11T15:34:44.298095+00:00,soak,29869,True,1160.5,,24.22802734375,
2026-08-11T15:34:45.319898+00:00,soak,29869,True,1160.5,,24.22802734375,
2026-08-11T15:34:46.332332+00:00,soak,29869,True,1160.5,,24.22802734375,
2026-08-11T15:34:47.339828+00:00,soak,29869,True,1160.5,,24.22802734375,
2026-08-11T15:34:48.354276+00:00,soak,29869,True,1160.53125,,24.22802734375,
2026-08-11T15:34:49.364678+00:00,soak,29869,True,1160.53125,,25.01025390625,
2026-08-11T15:34:50.374671+00:00,soak,29869,True,1160.53125,,25.01025390625,
2026-08-11T15:34:51.395302+00:00,soak,29869,True,1160.53125,,25.01025390625,
2026-08-11T15:34:52.414654+00:00,soak,29869,True,1160.828125,,25.01025390625,
2026-08-11T15:34:53.431067+00:00,soak,29869,True,1160.828125,,25.01025390625,
2026-08-11T15:34:54.447586+00:00,soak,29869,True,1160.828125,,25.72998046875,
2026-08-11T15:34:55.457726+00:00,soak,29869,True,1160.828125,,25.72998046875,
2026-08-11T15:34:56.465652+00:00,soak,29869,True,1160.84375,,25.72998046875,
2026-08-11T15:34:57.473884+00:00,soak,29869,True,1160.84375,,25.72998046875,
2026-08-11T15:34:58.486103+00:00,soak,29869,True,1160.84375,,25.72998046875,
2026-08-11T15:34:59.498872+00:00,soak,29869,True,1160.84375,,25.43115234375,
2026-08-11T15:35:00.511345+00:00,soak,29869,True,1024.0625,,25.43115234375,
2026-08-11T15:35:01.540851+00:00,soak,29869,True,1024.40625,,25.43115234375,
2026-08-11T15:35:02.562078+00:00,soak,29869,True,1024.40625,,25.43115234375,
2026-08-11T15:35:03.597737+00:00,soak,29869,True,1024.40625,,25.43115234375,
