timestamp_utc,load_1m,load_5m,load_15m,mem_available_mib,mem_total_mib,server_rss_mib,name,uuid,driver_version,utilization_gpu,utilization_memory,memory_used,memory_total,power_draw,temperature_gpu,clocks_sm,gpu_error
2026-08-09T02:23:25.192695Z,1.138671875,1.76513671875,3.03857421875,116832.38671875,126455.4765625,889.31640625,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,75.0,89444.0,97887.0,421.73,78.0,2827.0,
2026-08-09T02:23:26.221157Z,1.138671875,1.76513671875,3.03857421875,116822.84765625,126455.4765625,889.31640625,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,87.0,89444.0,97887.0,477.52,78.0,2827.0,
2026-08-09T02:23:27.244667Z,1.12744140625,1.751953125,3.02734375,116814.765625,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,87.0,89444.0,97887.0,489.7,79.0,2827.0,
2026-08-09T02:23:28.269348Z,1.12744140625,1.751953125,3.02734375,116804.671875,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,86.0,89444.0,97887.0,482.0,79.0,2752.0,
2026-08-09T02:23:29.293345Z,1.12744140625,1.751953125,3.02734375,116803.453125,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,88.0,89444.0,97887.0,480.22,79.0,2715.0,
2026-08-09T02:23:30.317191Z,1.12744140625,1.751953125,3.02734375,116826.3125,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,85.0,89444.0,97887.0,478.01,79.0,2722.0,
2026-08-09T02:23:31.340201Z,1.12744140625,1.751953125,3.02734375,116827.3984375,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,86.0,89444.0,97887.0,488.1,80.0,2632.0,
2026-08-09T02:23:32.364797Z,1.19775390625,1.75634765625,3.021484375,116794.859375,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,70.0,89444.0,97887.0,492.52,85.0,2782.0,
2026-08-09T02:23:33.388995Z,1.19775390625,1.75634765625,3.021484375,116787.4765625,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,87.0,89444.0,97887.0,481.0,78.0,2827.0,
2026-08-09T02:23:34.413047Z,1.19775390625,1.75634765625,3.021484375,116769.421875,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,87.0,89444.0,97887.0,475.33,78.0,2827.0,
2026-08-09T02:23:35.437839Z,1.19775390625,1.75634765625,3.021484375,116772.7578125,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,85.0,89444.0,97887.0,469.85,78.0,2827.0,
2026-08-09T02:23:36.461579Z,1.19775390625,1.75634765625,3.021484375,116726.88671875,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,87.0,89444.0,97887.0,473.58,78.0,2827.0,
2026-08-09T02:23:37.494739Z,1.181640625,1.74365234375,3.01025390625,116780.6015625,126455.4765625,889.32421875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,86.0,89444.0,97887.0,466.69,79.0,2827.0,
