timestamp_utc,load_1m,load_5m,load_15m,mem_available_mib,mem_total_mib,server_rss_mib,name,uuid,driver_version,utilization_gpu,utilization_memory,memory_used,memory_total,power_draw,temperature_gpu,clocks_sm,gpu_error
2026-08-09T02:29:30.459151Z,3.26904296875,2.072265625,2.701171875,116785.5859375,126455.4765625,890.02734375,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,74.0,89444.0,97887.0,435.77,80.0,2827.0,
2026-08-09T02:29:31.479776Z,3.26904296875,2.072265625,2.701171875,116767.59375,126455.4765625,890.02734375,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,85.0,89444.0,97887.0,489.91,81.0,2805.0,
2026-08-09T02:29:32.503934Z,3.1669921875,2.07080078125,2.697265625,116768.296875,126455.4765625,890.02734375,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,62.0,89444.0,97887.0,509.56,83.0,2332.0,
2026-08-09T02:29:33.528933Z,3.1669921875,2.07080078125,2.697265625,116775.32421875,126455.4765625,890.02734375,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,87.0,89444.0,97887.0,472.54,80.0,2827.0,
2026-08-09T02:29:34.554399Z,3.1669921875,2.07080078125,2.697265625,116798.2421875,126455.4765625,890.02734375,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,90.0,89444.0,97887.0,525.46,81.0,2827.0,
2026-08-09T02:29:35.580364Z,3.1669921875,2.07080078125,2.697265625,116786.390625,126455.4765625,890.02734375,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,89.0,89444.0,97887.0,521.47,81.0,2827.0,
2026-08-09T02:29:36.606802Z,3.1669921875,2.07080078125,2.697265625,116764.7578125,126455.4765625,890.04296875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,90.0,89444.0,97887.0,504.78,81.0,2662.0,
2026-08-09T02:29:37.631551Z,3.0732421875,2.0693359375,2.693359375,116743.2421875,126455.4765625,890.046875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,83.0,89444.0,97887.0,476.01,84.0,2820.0,
2026-08-09T02:29:38.649235Z,3.0732421875,2.0693359375,2.693359375,116772.10546875,126455.4765625,890.046875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,91.0,89444.0,97887.0,531.73,81.0,2827.0,
2026-08-09T02:29:39.674582Z,3.0732421875,2.0693359375,2.693359375,116764.6796875,126455.4765625,890.046875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,89.0,89444.0,97887.0,503.91,81.0,2797.0,
