timestamp_utc,load_1m,load_5m,load_15m,mem_available_mib,mem_total_mib,server_rss_mib,name,uuid,driver_version,utilization_gpu,utilization_memory,memory_used,memory_total,power_draw,temperature_gpu,clocks_sm,gpu_error
2026-08-09T02:17:21.172781Z,1.1064453125,2.8134765625,3.86474609375,116845.73828125,126455.4765625,888.1875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,72.0,89444.0,97887.0,415.91,75.0,2827.0,
2026-08-09T02:17:22.204063Z,1.09765625,2.783203125,3.84912109375,116822.74609375,126455.4765625,888.1875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,80.0,89444.0,97887.0,425.04,75.0,2827.0,
2026-08-09T02:17:23.227814Z,1.09765625,2.783203125,3.84912109375,116824.19140625,126455.4765625,888.1875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,63.0,89444.0,97887.0,476.26,77.0,2752.0,
2026-08-09T02:17:24.249414Z,1.09765625,2.783203125,3.84912109375,116824.33984375,126455.4765625,888.1875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,80.0,89444.0,97887.0,452.93,75.0,2797.0,
2026-08-09T02:17:25.272437Z,1.09765625,2.783203125,3.84912109375,116824.87109375,126455.4765625,888.1875,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,80.0,89444.0,97887.0,437.1,75.0,2827.0,
2026-08-09T02:17:26.295131Z,1.09765625,2.783203125,3.84912109375,116826.6953125,126455.4765625,888.203125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,82.0,89444.0,97887.0,434.86,75.0,2827.0,
2026-08-09T02:17:27.316914Z,1.08935546875,2.75341796875,3.83349609375,116837.52734375,126455.4765625,888.203125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,78.0,89444.0,97887.0,454.03,75.0,2827.0,
2026-08-09T02:17:28.340417Z,1.08935546875,2.75341796875,3.83349609375,116835.28125,126455.4765625,888.203125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,78.0,89444.0,97887.0,445.93,75.0,2827.0,
2026-08-09T02:17:29.366953Z,1.08935546875,2.75341796875,3.83349609375,116842.984375,126455.4765625,888.20703125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,81.0,89444.0,97887.0,431.55,75.0,2827.0,
2026-08-09T02:17:30.388936Z,1.08935546875,2.75341796875,3.83349609375,116847.06640625,126455.4765625,888.20703125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,81.0,89444.0,97887.0,460.9,75.0,2827.0,
2026-08-09T02:17:31.411534Z,1.08935546875,2.75341796875,3.83349609375,116831.29296875,126455.4765625,888.20703125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,80.0,89444.0,97887.0,447.09,75.0,2827.0,
2026-08-09T02:17:32.434592Z,1.08203125,2.72412109375,3.81787109375,116839.2421875,126455.4765625,888.20703125,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,GPU-8cfe9244-1717-6a32-51e7-29fa37aa16b7,595.84,100.0,77.0,89444.0,97887.0,477.97,79.0,2820.0,
