timestampUtc,phase,pid,serverAlive,rssMiB,threads,load1,temperatureMaxC
2026-08-11T15:37:40.484646+00:00,capacity-c1,15282,True,1141.15625,,29.232421875,
2026-08-11T15:37:41.494030+00:00,capacity-c1,15282,True,1149.6875,,29.232421875,
2026-08-11T15:37:41.660380+00:00,capacity-c2,15282,True,1149.8125,,29.232421875,
2026-08-11T15:37:42.671012+00:00,capacity-c2,15282,True,1152.875,,29.232421875,
2026-08-11T15:37:43.681260+00:00,capacity-c2,15282,True,1154.875,,30.41455078125,
2026-08-11T15:37:44.703016+00:00,capacity-c2,15282,True,1154.875,,30.41455078125,
2026-08-11T15:37:45.748305+00:00,capacity-c2,15282,True,1154.875,,30.41455078125,
2026-08-11T15:37:46.807815+00:00,capacity-c2,15282,True,1154.875,,30.41455078125,
2026-08-11T15:37:47.421707+00:00,soak,15282,True,1155.171875,,30.41455078125,
2026-08-11T15:37:48.437510+00:00,soak,15282,True,1155.171875,,30.41455078125,
2026-08-11T15:37:49.461757+00:00,soak,15282,True,1155.171875,,31.10205078125,
2026-08-11T15:37:50.478835+00:00,soak,15282,True,1155.59375,,31.10205078125,
2026-08-11T15:37:51.495528+00:00,soak,15282,True,1155.59375,,31.10205078125,
2026-08-11T15:37:52.522537+00:00,soak,15282,True,1156.21875,,31.10205078125,
2026-08-11T15:37:53.542314+00:00,soak,15282,True,1156.21875,,31.10205078125,
2026-08-11T15:37:54.555396+00:00,soak,15282,True,1156.21875,,32.294921875,
2026-08-11T15:37:55.581645+00:00,soak,15282,True,1156.21875,,32.294921875,
2026-08-11T15:37:56.600295+00:00,soak,15282,True,1156.5625,,32.294921875,
2026-08-11T15:37:57.617534+00:00,soak,15282,True,1156.5625,,32.294921875,
2026-08-11T15:37:58.630074+00:00,soak,15282,True,1157.4375,,32.03076171875,
2026-08-11T15:37:59.648963+00:00,soak,15282,True,1159.203125,,32.03076171875,
2026-08-11T15:38:00.664166+00:00,soak,15282,True,1020.734375,,32.03076171875,
2026-08-11T15:38:01.675676+00:00,soak,15282,True,1020.734375,,32.03076171875,
2026-08-11T15:38:02.700390+00:00,soak,15282,True,1020.734375,,32.03076171875,
2026-08-11T15:38:03.721839+00:00,soak,15282,True,1020.734375,,31.46728515625,
2026-08-11T15:38:04.755574+00:00,soak,15282,True,1020.734375,,31.46728515625,
2026-08-11T15:38:05.773792+00:00,soak,15282,True,1020.734375,,31.46728515625,
2026-08-11T15:38:06.787330+00:00,soak,15282,True,1020.734375,,31.46728515625,
2026-08-11T15:38:07.810080+00:00,soak,15282,True,1020.734375,,31.46728515625,
2026-08-11T15:38:08.829293+00:00,soak,15282,True,1020.734375,,31.830078125,
2026-08-11T15:38:09.848159+00:00,soak,15282,True,1020.734375,,31.830078125,
2026-08-11T15:38:10.861221+00:00,soak,15282,True,1020.734375,,31.830078125,
2026-08-11T15:38:11.878907+00:00,soak,15282,True,1020.734375,,31.830078125,
2026-08-11T15:38:12.887177+00:00,soak,15282,True,1020.734375,,31.830078125,
2026-08-11T15:38:13.900530+00:00,soak,15282,True,1020.734375,,31.20263671875,
2026-08-11T15:38:14.924715+00:00,soak,15282,True,1020.734375,,31.20263671875,
2026-08-11T15:38:15.951945+00:00,soak,15282,True,1020.734375,,31.20263671875,
2026-08-11T15:38:16.966471+00:00,soak,15282,True,1020.734375,,31.20263671875,
2026-08-11T15:38:17.978677+00:00,soak,15282,True,1020.734375,,31.20263671875,
2026-08-11T15:38:19.009281+00:00,soak,15282,True,1020.734375,,31.90673828125,
2026-08-11T15:38:20.025183+00:00,soak,15282,True,1020.734375,,31.90673828125,
